1044297318|"nsnrf4max"|2.00|0|2001-12-05 14:53:26|2001-12-15 14:53:26
1044300051|"cjeworks"|1.25|2|2001-12-05 15:02:54|2001-12-15 15:02:54
1044334640|"buythebookri"|5.00|0|2001-12-05 16:23:34|2001-12-15 16:23:34
1044348163|"fredkarger"|32.50|1|2001-12-05 16:48:03|2001-12-15 16:48:03
1044361617|"hidehocomics"|41.00|2|2001-12-05 17:10:40|2001-12-15 17:10:40
1044363196|"emily-and-co"|39.00|6|2001-12-05 17:13:54|2001-12-15 17:13:54
1044367519|"diamondintlgal"|115.00|0|2001-12-05 17:19:55|2001-12-15 17:19:55
1044387921|"colonel46"|795.00|1|2001-12-05 17:51:26|2001-12-15 17:51:26
1044389855|"saraly"|4.99|1|2001-12-05 17:54:27|2001-12-15 17:54:27
1044392363|"osofine"|33.90|0|2001-12-05 17:58:13|2001-12-15 17:58:13
1044407002|"mitchelladro@aol.com"|199.99|0|2001-12-05 18:14:38|2001-12-15 18:14:38
1044412792|"mwire"|15.50|7|2001-12-05 18:21:35|2001-12-15 18:21:35
1044417566|"krpkid"|13.00|1|2001-12-05 18:31:00|2001-12-15 18:31:00
1044429906|"2000more"|3.05|0|2001-12-05 18:43:41|2001-12-15 18:43:41
1044448350|"bigpix"|1.50|0|2001-12-05 19:02:12|2001-12-15 19:02:12
1044458000|"rulabula"|24.00|0|2001-12-05 19:10:12|2001-12-15 19:10:12
1044517180|"stickerman@edgeonesigns.com"|9.95|0|2001-12-05 20:19:42|2001-12-10 20:19:42
1044520426|"landon777"|36.00|7|2001-12-05 20:25:46|2001-12-15 20:25:46
1044521948|"711jmj"|6.99|0|2001-12-05 20:31:00|2001-12-15 20:31:00
1044527090|"711jmj"|6.99|0|2001-12-05 20:36:49|2001-12-15 20:36:49
1044553439|"kpandthelady"|15.00|0|2001-12-05 21:32:20|2001-12-15 21:32:20
1044575304|"cutsiepups"|34.50|1|2001-12-05 23:11:28|2001-12-15 23:11:28
1044583004|"rvmartin@ellijay.com"|4.00|0|2001-12-06 19:19:32|2001-12-16 19:19:32
1044589232|"otterbuy"|0.99|0|2001-12-06 01:38:26|2001-12-16 01:38:26
1044589406|"marena3@bigpond.com.au"|4.99|1|2001-12-06 01:41:38|2001-12-16 01:41:38
1044638123|"fredkarger"|8.50|0|2001-12-06 07:52:10|2001-12-16 07:52:10
1044638749|"wickedrood"|308.03|8|2001-12-06 07:54:39|2001-12-16 07:54:39
1044650862|"patmarysue@msn.com"|9.00|0|2001-12-06 08:35:59|2001-12-16 08:35:59
1044652547|"rodgunltd"|7.00|0|2001-12-06 08:41:18|2001-12-16 08:41:18
1044670345|"mrpiddles@netzero.net"|10.50|2|2001-12-06 09:41:46|2001-12-16 09:41:46
1044677094|"radio-shirley"|2.75|0|2001-12-06 09:59:27|2001-12-13 09:59:27
1044682407|"dotch"|26.00|4|2001-12-06 10:14:25|2001-12-16 10:14:25
1044688877|"lonewolf444"|5.00|0|2001-12-06 10:30:44|2001-12-13 10:30:44
1044689408|"wetwo@earthlink.net"|11.60|0|2001-12-06 10:31:45|2001-12-16 10:31:45
1044698086|"brother-flounder"|24.99|0|2001-12-06 10:53:09|2001-12-16 10:53:09
1044704534|"dotch"|6.00|0|2001-12-06 11:08:18|2001-12-16 11:08:18
1044707198|"badortiesrecords"|61.10|22|2001-12-06 11:16:43|2001-12-13 11:16:43
1044709075|"kinderplay"|15.00|0|2001-12-06 11:19:45|2001-12-16 11:19:45
1044725095|"angel51696@aol.com"|99.99|0|2001-12-06 12:01:05|2001-12-13 12:01:05
1044730246|"heat911"|45.00|1|2001-12-06 12:14:05|2001-12-13 12:14:05
1044731826|"russellsgiftstore"|16.75|3|2001-12-06 12:17:44|2001-12-13 12:17:44
1044753275|"marebob1@aol.com"|7.00|0|2001-12-06 13:09:07|2001-12-13 13:09:07
1044760560|"duffyswarehouse"|15.00|0|2001-12-06 13:26:10|2001-12-16 13:26:10
1044766839|"oliveroswald"|185.00|0|2001-12-06 13:42:47|2001-12-16 13:42:47
1044769132|"hrandf@aol.com"|19.00|0|2001-12-06 13:49:00|2001-12-16 13:49:00
1044771169|"bcponder"|12.95|1|2001-12-06 13:53:56|2001-12-13 13:53:56
1044772419|"slmjon"|9.95|0|2001-12-06 13:57:38|2001-12-13 13:57:38
1044774869|"www.fleamarket"|7.50|1|2001-12-06 14:03:03|2001-12-16 14:03:03
1044780959|"comics-outpost"|1.00|0|2001-12-06 14:17:33|2001-12-16 14:17:33
1044789966|"wayneduz"|7.95|0|2001-12-06 14:39:39|2001-12-16 14:39:39
1044790001|"saege1"|9.50|0|2001-12-06 14:39:49|2001-12-13 14:39:49
1044790439|"chicagogifts"|9.60|2|2001-12-06 14:40:52|2001-12-16 14:40:52
1044797607|"manhattensmarket@aol.com"|24.99|0|2001-12-06 14:58:28|2001-12-16 14:58:28
1044804097|"andrews89"|4.50|0|2001-12-06 15:13:39|2001-12-16 15:13:39
1044808556|"ivacpa@hotmail.com"|9.99|1|2001-12-06 15:24:56|2001-12-16 15:24:56
1044809898|"kalinakaloka"|8.99|1|2001-12-06 15:26:31|2001-12-13 15:26:31
1044813117|"edierowe@proaxis.com"|9.99|0|2001-12-06 15:33:24|2001-12-13 15:33:24
1044819242|"2000more"|3.05|0|2001-12-06 15:46:35|2001-12-16 15:46:35
1044820175|"tbfour@peoplepc.com"|1.00|1|2001-12-06 15:48:31|2001-12-13 15:48:31
1044831955|"antiquechic10"|46.00|2|2001-12-06 16:13:07|2001-12-16 16:13:07
1044843918|"mcb56"|14.97|0|2001-12-06 16:34:57|2001-12-13 16:34:57
1044846301|"ante-up"|14.99|0|2001-12-06 16:39:21|2001-12-16 16:39:21
1044846316|"century869"|41.00|10|2001-12-06 16:39:05|2001-12-13 16:39:05
1044847509|"nellwooten"|59.00|7|2001-12-06 16:41:14|2001-12-16 16:41:14
1044848909|"cozz"|4.00|0|2001-12-06 16:43:35|2001-12-13 16:43:35
1044849628|"capitaltreasure@hotmail.com"|7.50|1|2001-12-06 16:44:57|2001-12-13 16:44:57
1044850586|"sales@dragonladyshop.com"|14.95|0|2001-12-06 16:46:53|2001-12-16 16:46:53
1044853098|"meridian9"|154.01|2|2001-12-06 16:51:04|2001-12-13 16:51:04
1044855059|"jimk64"|39.99|0|2001-12-06 16:54:48|2001-12-16 16:54:48
1044855531|"bettsyrn"|8.95|0|2001-12-06 16:55:13|2001-12-13 16:55:13
1044861783|"mracewillie@netzero.net"|3.25|4|2001-12-06 17:03:30|2001-12-16 17:03:30
1044863124|"chantments"|2.75|2|2001-12-06 17:05:23|2001-12-13 17:05:23
1044863839|"hollybax222"|34.00|0|2001-12-06 17:06:03|2001-12-13 17:06:03
1044864736|"gameplezer@aol.com"|15.50|5|2001-12-06 17:07:38|2001-12-16 17:07:38
1044864943|"gottahaveit19"|20.00|0|2001-12-06 17:08:53|2001-12-13 17:08:53
1044880223|"newadditions"|26.00|3|2001-12-06 17:30:37|2001-12-13 17:30:37
1044880929|"mmcomics"|22.26|6|2001-12-06 17:31:10|2001-12-16 17:31:10
1044884674|"ironclad254"|5.99|1|2001-12-06 17:36:18|2001-12-16 17:36:18
1044884849|"lindsays4"|18.99|0|2001-12-06 17:35:51|2001-12-13 17:35:51
1044896146|"matthewbear"|22.50|0|2001-12-06 17:50:53|2001-12-13 17:50:53
1044896485|"marilb"|14.99|0|2001-12-06 17:50:54|2001-12-16 17:50:54
1044897718|"css221"|21.50|3|2001-12-06 17:52:58|2001-12-13 17:52:58
1044908245|"stilz"|24.99|1|2001-12-06 18:06:06|2001-12-16 18:06:06
1044910123|"warj"|30.00|0|2001-12-06 18:07:13|2001-12-16 18:07:13
1044913099|"neverland@neverlandcomics.com"|7.00|4|2001-12-06 18:10:42|2001-12-16 18:10:42
1044914830|"fredkarger"|8.50|0|2001-12-06 18:12:58|2001-12-16 18:12:58
1044917206|"donalcath@yahoo.com"|2.99|1|2001-12-06 18:15:11|2001-12-16 18:15:11
1044923263|"paddlegrabber"|14.00|0|2001-12-06 18:21:40|2001-12-13 18:21:40
1044938750|"friendco"|15.83|3|2001-12-06 18:36:50|2001-12-16 18:36:50
1044942087|"bigdawg85"|15.99|0|2001-12-06 18:40:35|2001-12-16 18:40:35
1044942715|"hingeboxes"|8.99|0|2001-12-06 18:40:57|2001-12-16 18:40:57
1044943868|"happyappe"|23.00|0|2001-12-06 18:42:19|2001-12-13 18:42:19
1044944674|"gifconsult"|9.99|0|2001-12-06 18:44:22|2001-12-13 18:44:22
1044948773|"relish0188"|5.00|0|2001-12-06 18:47:14|2001-12-13 18:47:14
1044953624|"cartooncomics"|6.50|0|2001-12-06 18:52:57|2001-12-16 18:52:57
1044954717|"ittsallmine"|71.00|8|2001-12-06 19:01:12|2001-12-16 19:01:12
1044955341|"bgilliam"|12.50|2|2001-12-06 18:55:21|2001-12-16 18:55:21
1044968142|"skevco"|5.95|0|2001-12-06 19:08:39|2001-12-16 19:08:39
1044968489|"nicerugs"|150.00|1|2001-12-06 19:08:13|2001-12-16 19:08:13
1044970243|"kristiques"|18.00|0|2001-12-06 19:09:57|2001-12-16 19:09:57
1044982114|"nowandthencomics"|124.95|0|2001-12-06 19:20:27|2001-12-16 19:20:27
1044988356|"catsmeow-wow"|6.00|0|2001-12-06 19:26:40|2001-12-13 19:26:40
1044993053|"nt"|4.95|1|2001-12-06 19:31:38|2001-12-16 19:31:38
1044995614|"krm1962"|29.99|0|2001-12-06 19:33:45|2001-12-16 19:33:45
1044996076|"bbcenter"|19.99|0|2001-12-06 19:34:15|2001-12-13 19:34:15
1044999719|"snowtime56"|69.99|0|2001-12-06 19:37:34|2001-12-13 19:37:34
1045001090|"etcforsalebyus"|9.95|0|2001-12-06 19:38:51|2001-12-13 19:38:51
1045003409|"slrc@mediaone.net"|1.99|1|2001-12-06 19:41:43|2001-12-16 19:41:43
1045005815|"amricons@ix.netcom.com"|139.95|0|2001-12-06 19:44:38|2001-12-16 19:44:38
1045013883|"bilbo32"|5.00|0|2001-12-06 19:56:51|2001-12-16 19:56:51
1045014297|"bigmama"|18.50|0|2001-12-06 19:55:25|2001-12-13 19:55:25
1045014900|"youpeople"|36.00|6|2001-12-06 19:55:43|2001-12-16 19:55:43
1045017350|"msteelcurtian@aol.com"|4.00|1|2001-12-06 19:58:04|2001-12-13 19:58:04
1045020620|"matthewbear"|36.00|0|2001-12-06 20:02:54|2001-12-13 20:02:54
1045021816|"backyarddave"|3.00|1|2001-12-06 20:02:19|2001-12-16 20:02:19
1045023344|"smokiecat"|8.00|0|2001-12-06 20:03:46|2001-12-13 20:03:46
1045023664|"no-reserve"|179.00|0|2001-12-06 20:04:11|2001-12-13 20:04:11
1045028393|"libbylibbylibby"|7.95|0|2001-12-06 20:09:51|2001-12-13 20:09:51
1045028764|"lifetimecollection"|42.00|11|2001-12-06 20:10:50|2001-12-13 20:10:50
1045032333|"anteks"|9.99|0|2001-12-06 20:15:29|2001-12-13 20:15:29
1045033048|"hallmarker@rmci.net"|20.00|0|2001-12-06 20:16:27|2001-12-13 20:16:27
1045034546|"eclectictreasures!"|9.99|0|2001-12-06 20:17:24|2001-12-16 20:17:24
1045034667|"wl111"|40.00|0|2001-12-06 20:17:30|2001-12-16 20:17:30
1045036517|"undun"|7.99|0|2001-12-06 20:19:29|2001-12-13 20:19:29
1045041605|"livory"|25.00|10|2001-12-06 20:28:03|2001-12-13 20:28:03
1045048091|"kranmarsgifts"|459.00|0|2001-12-06 20:33:44|2001-12-13 20:33:44
1045048202|"kranmarsgifts"|245.00|0|2001-12-06 20:33:50|2001-12-13 20:33:50
1045080370|"irish_peddler"|29.95|0|2001-12-06 22:38:45|2001-12-16 22:38:45
1045080937|"frankynj"|24.95|0|2001-12-06 22:41:08|2001-12-16 22:41:08
1045090378|"dnacca@televar.com"|128.50|0|2001-12-06 23:33:18|2001-12-16 23:33:18
1045100798|"redhead10"|19.00|0|2001-12-07 03:26:52|2001-12-17 03:26:52
1045102327|"ebay@gulftreasures.com"|79.99|0|2001-12-07 03:43:33|2001-12-17 03:43:33
1045104966|"misssunshine"|12.00|0|2001-12-07 04:03:14|2001-12-17 04:03:14
1045107350|"powercall"|15.00|1|2001-12-07 04:24:07|2001-12-14 04:24:07
1045110355|"sekanocc"|19.95|1|2001-12-07 04:50:01|2001-12-14 04:50:01
1045111305|"thecollectorscloset"|55.99|1|2001-12-07 04:58:33|2001-12-14 04:58:33
1045114383|"belly1992"|18.99|0|2001-12-07 05:24:43|2001-12-14 05:24:43
1045122521|"dorisandhoward@hotmail.com"|5.00|0|2001-12-07 06:21:04|2001-12-14 06:21:04
1045125403|"thesnowbabyplace.com"|7.02|6|2001-12-07 06:33:31|2001-12-14 06:33:31
1045125754|"quiethorizons"|10.00|0|2001-12-07 06:34:38|2001-12-14 06:34:38
1045128766|"designartists"|9.95|0|2001-12-07 06:50:05|2001-12-14 06:50:05
1045130515|"amazemerae"|9.95|0|2001-12-07 06:59:25|2001-12-14 06:59:25
1045138555|"mysticdreams24"|10.99|0|2001-12-07 07:33:38|2001-12-14 07:33:38
1045139541|"shirleyjean3"|5.00|1|2001-12-07 07:37:50|2001-12-14 07:37:50
1045143944|"seattletreasures"|17.50|0|2001-12-07 07:56:13|2001-12-14 07:56:13
1045147623|"dwlfwdbk@gwi.net"|9.99|0|2001-12-07 08:11:30|2001-12-14 08:11:30
1045154238|"regalmercantile@aol.com"|9.99|0|2001-12-07 08:36:52|2001-12-14 08:36:52
1045157743|"satori71"|122.50|17|2001-12-07 08:52:56|2001-12-17 08:52:56
1045164703|"houseoftam"|71.99|0|2001-12-07 09:13:34|2001-12-14 09:13:34
1045165699|"ijustloveauctions"|2.00|0|2001-12-07 09:17:15|2001-12-14 09:17:15
1045170563|"radio-shirley"|4.75|0|2001-12-07 09:34:39|2001-12-14 09:34:39
1045175503|"xendancer"|8.00|0|2001-12-07 09:51:09|2001-12-14 09:51:09
1045178271|"dhans99"|75.00|0|2001-12-07 09:59:10|2001-12-17 09:59:10
1045180169|"smv182"|8.00|1|2001-12-07 10:06:26|2001-12-17 10:06:26
1045180870|"leascorner"|1.00|0|2001-12-07 10:07:32|2001-12-17 10:07:32
1045181453|"rascal2"|245.00|1|2001-12-07 10:09:16|2001-12-14 10:09:16
1045186593|"shellyvee26"|12.00|1|2001-12-07 10:25:18|2001-12-14 10:25:18
1045188109|"yeagstar"|9.00|1|2001-12-07 10:30:10|2001-12-14 10:30:10
1045188547|"abevy"|152.50|14|2001-12-07 10:31:09|2001-12-14 10:31:09
1045195481|"jhwalt1@msn.com"|5.00|0|2001-12-07 10:55:08|2001-12-14 10:55:08
1045196855|"micnicnac"|9.95|1|2001-12-07 10:58:28|2001-12-17 10:58:28
1045212403|"newbs1"|9.99|0|2001-12-07 11:43:50|2001-12-17 11:43:50
1045218059|"thatsagooddeal@aol.com"|1.99|1|2001-12-07 12:00:14|2001-12-17 12:00:14
1045218598|"sharkey1129@aol.com"|10.49|2|2001-12-07 12:01:36|2001-12-14 12:01:36
1045221605|"ctyankee00"|325.00|0|2001-12-07 12:09:34|2001-12-14 12:09:34
1045224300|"burgie"|2.99|1|2001-12-07 12:16:26|2001-12-14 12:16:26
1045231642|"doctorsports"|40.00|1|2001-12-07 12:33:23|2001-12-12 12:33:23
1045233300|"genehubcap@aol.com"|9.99|0|2001-12-07 12:37:21|2001-12-14 12:37:21
1045233442|"sam425@tampabay.rr.com"|12.00|0|2001-12-07 12:37:57|2001-12-14 12:37:57
1045234402|"hobbyauctions"|12.50|0|2001-12-07 12:40:16|2001-12-17 12:40:16
1045234819|"utahstan"|1.99|1|2001-12-07 12:41:41|2001-12-17 12:41:41
1045234876|"golddust49"|5.00|1|2001-12-07 12:42:53|2001-12-14 12:42:53
1045237036|"genehubcap@aol.com"|12.99|0|2001-12-07 12:47:53|2001-12-14 12:47:53
1045238762|"gomyrna"|1.00|1|2001-12-07 12:52:34|2001-12-17 12:52:34
1045240995|"dardean"|19.99|0|2001-12-07 12:58:50|2001-12-14 12:58:50
1045241431|"genehubcap@aol.com"|9.99|0|2001-12-07 12:59:14|2001-12-14 12:59:14
1045241545|"betsys@lhtc.net"|19.99|0|2001-12-07 12:59:36|2001-12-14 12:59:36
1045241826|"jaherrick@webtv.com"|8.50|0|2001-12-07 13:00:30|2001-12-17 13:00:30
1045246078|"comics-outpost"|1.00|0|2001-12-07 13:07:54|2001-12-17 13:07:54
1045246222|"jenfaswa"|17.99|0|2001-12-07 13:08:44|2001-12-14 13:08:44
1045251618|"junky1050"|5.00|1|2001-12-07 13:21:04|2001-12-14 13:21:04
1045254741|"gatsbykid@cs.com"|50.00|0|2001-12-07 13:31:26|2001-12-14 13:31:26
1045258842|"momastreasures"|9.99|0|2001-12-07 13:38:20|2001-12-17 13:38:20
1045259468|"gotuit"|16.00|0|2001-12-07 13:40:54|2001-12-14 13:40:54
1045260173|"jeweltone2"|20.00|0|2001-12-07 13:43:19|2001-12-14 13:43:19
1045261977|"barbaratoomy"|59.99|0|2001-12-07 13:48:26|2001-12-17 13:48:26
1045264614|"partizrfun"|3.99|0|2001-12-07 13:56:24|2001-12-17 13:56:24
1045266160|"rodgunltd"|5.00|0|2001-12-07 14:00:01|2001-12-17 14:00:01
1045266709|"amricons@ix.netcom.com"|32.95|1|2001-12-07 14:01:11|2001-12-17 14:01:11
1045268293|"mochino47"|4.00|0|2001-12-07 14:06:45|2001-12-17 14:06:45
1045269489|"betsys@lhtc.net"|19.99|0|2001-12-07 14:10:12|2001-12-14 14:10:12
1045272701|"emmuttdog"|275.00|1|2001-12-07 14:18:33|2001-12-14 14:18:33
1045274788|"icanfind"|2.99|0|2001-12-07 14:26:51|2001-12-14 14:26:51
1045275048|"serpi@earthlink.net"|18.50|3|2001-12-07 14:25:06|2001-12-14 14:25:06
1045278747|"rfenetquest"|16.40|0|2001-12-07 14:35:54|2001-12-14 14:35:54
1045279551|"automatic3"|3.00|0|2001-12-07 14:38:46|2001-12-14 14:38:46
1045280711|"boneil123"|60.00|8|2001-12-07 14:41:43|2001-12-14 14:41:43
1045282425|"richmondroad"|37.00|0|2001-12-07 14:46:26|2001-12-17 14:46:26
1045284904|"goldenprincess2000@yahoo.com"|24.75|0|2001-12-07 14:54:14|2001-12-14 14:54:14
1045288166|"pastlives"|7.95|0|2001-12-07 15:04:23|2001-12-14 15:04:23
1045291850|"antiquecomplex"|4.99|0|2001-12-07 15:13:49|2001-12-14 15:13:49
1045298651|"dotlinda"|13.49|3|2001-12-07 15:32:01|2001-12-14 15:32:01
1045299503|"cardsandsuch"|30.00|0|2001-12-07 15:34:11|2001-12-14 15:34:11
1045299669|"needful_things55"|6.00|0|2001-12-07 15:34:42|2001-12-17 15:34:42
1045301128|"pamcrawf"|4.99|1|2001-12-07 15:38:24|2001-12-17 15:38:24
1045301946|"on44thst@aol.com"|24.99|0|2001-12-07 15:41:05|2001-12-14 15:41:05
1045302047|"jaysfinds"|25.00|0|2001-12-07 15:41:14|2001-12-14 15:41:14
1045302410|"barny33"|5.00|0|2001-12-07 15:43:01|2001-12-14 15:43:01
1045302453|"jolo1974"|28.00|0|2001-12-07 15:42:59|2001-12-17 15:42:59
1045304791|"gsimas1@aol.com"|8.99|0|2001-12-07 15:49:18|2001-12-14 15:49:18
1045307826|"nutuyu"|1.49|1|2001-12-07 15:55:03|2001-12-14 15:55:03
1045307931|"slsmi@aol.com"|20.00|0|2001-12-07 15:55:40|2001-12-14 15:55:40
1045308478|"lccomics"|4.25|0|2001-12-07 15:57:02|2001-12-14 15:57:02
1045310980|"flex442"|10.51|3|2001-12-07 16:04:06|2001-12-14 16:04:06
1045314191|"beccakb9768@aol.com"|5.99|0|2001-12-07 16:10:58|2001-12-14 16:10:58
1045314314|"bennettjems"|10.00|0|2001-12-07 16:10:50|2001-12-17 16:10:50
1045317455|"gwstone"|7.00|3|2001-12-07 16:17:50|2001-12-14 16:17:50
1045321693|"mrgary43"|20.00|0|2001-12-07 16:25:10|2001-12-14 16:25:10
1045321773|"mrshotglass"|12.95|0|2001-12-07 16:25:05|2001-12-14 16:25:05
1045324904|"srivera409"|15.00|0|2001-12-07 16:31:34|2001-12-14 16:31:34
1045327231|"hummer38"|4.99|0|2001-12-07 16:35:44|2001-12-14 16:35:44
1045330340|"maxste"|11.95|0|2001-12-07 16:42:18|2001-12-17 16:42:18
1045333202|"ron1267@webtv.net"|5.00|0|2001-12-07 16:49:09|2001-12-14 16:49:09
1045336733|"instructor1"|9.99|0|2001-12-07 16:57:10|2001-12-14 16:57:10
1045341043|"fredkarger"|14.00|0|2001-12-07 17:04:08|2001-12-17 17:04:08
1045341232|"centerjd2@aol.com"|14.50|0|2001-12-07 17:04:57|2001-12-14 17:04:57
1045341471|"bondiles"|10.00|0|2001-12-07 17:04:46|2001-12-17 17:04:46
1045344452|"silverjain"|1.25|2|2001-12-07 17:11:00|2001-12-14 17:11:00
1045345929|"horvat1"|4.50|0|2001-12-07 17:13:51|2001-12-14 17:13:51
1045346056|"jbonline"|8.00|0|2001-12-07 17:14:03|2001-12-17 17:14:03
1045346859|"pinkshoe"|5.99|0|2001-12-07 17:15:19|2001-12-14 17:15:19
1045347222|"pumba45"|174.99|0|2001-12-07 17:16:11|2001-12-17 17:16:11
1045348061|"d.oz.man"|555.02|31|2001-12-07 17:18:25|2001-12-17 17:18:25
1045350187|"badgersford"|469.00|0|2001-12-07 17:21:30|2001-12-17 17:21:30
1045350419|"badgersford"|369.00|0|2001-12-07 17:21:49|2001-12-17 17:21:49
1045351274|"diamond323"|21.00|0|2001-12-07 17:23:39|2001-12-17 17:23:39
1045351627|"rdhoagla"|7.99|0|2001-12-07 17:24:16|2001-12-17 17:24:16
1045351652|"badgersford"|369.00|0|2001-12-07 17:24:03|2001-12-17 17:24:03
1045351826|"jimk64"|6.99|1|2001-12-07 17:24:46|2001-12-17 17:24:46
1045354249|"wbroust"|0.50|0|2001-12-07 17:29:53|2001-12-14 17:29:53
1045358739|"comicrunner"|1.25|2|2001-12-07 17:37:51|2001-12-17 17:37:51
1045360853|"luthjerry@hotmail.com"|1.50|0|2001-12-07 17:41:38|2001-12-14 17:41:38
1045361037|"proser1"|9.99|0|2001-12-07 17:41:32|2001-12-14 17:41:32
1045363331|"shortcakequeen@hotmail.com"|4.25|2|2001-12-07 17:45:44|2001-12-14 17:45:44
1045365342|"jirvin@tyler.net"|9.99|1|2001-12-07 17:50:01|2001-12-14 17:50:01
1045365533|"debsthisnthat"|24.99|0|2001-12-07 17:49:51|2001-12-14 17:49:51
1045367953|"oldcarnut@carroll.com"|14.95|0|2001-12-07 17:54:54|2001-12-14 17:54:54
1045372296|"johncolacad"|5.00|1|2001-12-07 18:01:41|2001-12-14 18:01:41
1045372371|"downme"|7.99|1|2001-12-07 18:01:49|2001-12-14 18:01:49
1045380204|"theduke97"|5.97|0|2001-12-07 18:13:30|2001-12-14 18:13:30
1045382014|"daughtysews"|6.00|1|2001-12-07 18:17:01|2001-12-14 18:17:01
1045384231|"chinamatchinghi@earthlink.net"|9.99|0|2001-12-07 18:21:22|2001-12-14 18:21:22
1045385330|"glassbooks.com"|19.75|0|2001-12-07 18:22:30|2001-12-17 18:22:30
1045387051|"exillini"|5.00|1|2001-12-07 18:25:13|2001-12-14 18:25:13
1045388760|"azjeanne"|8.50|4|2001-12-07 18:29:19|2001-12-14 18:29:19
1045390166|"grbnetsales@ticon.net"|3.95|0|2001-12-07 18:30:10|2001-12-14 18:30:10
1045393477|"alexrulez"|1.00|0|2001-12-07 18:34:49|2001-12-14 18:34:49
1045394164|"thinkbach"|5.50|4|2001-12-07 18:35:40|2001-12-14 18:35:40
1045399008|"bpcencoreeditions"|9.99|0|2001-12-07 18:42:48|2001-12-14 18:42:48
1045404382|"lorpol"|24.99|4|2001-12-07 18:51:58|2001-12-14 18:51:58
1045405868|"teach1754"|0.55|2|2001-12-07 18:55:52|2001-12-14 18:55:52
1045406109|"mininut34"|40.00|0|2001-12-07 18:55:30|2001-12-14 18:55:30
1045406821|"dservette"|45.00|8|2001-12-07 18:56:03|2001-12-14 18:56:03
1045407232|"lewismag@home.com"|2.25|2|2001-12-07 18:57:34|2001-12-14 18:57:34
1045411293|"ceelycoll"|9.00|0|2001-12-07 19:02:55|2001-12-14 19:02:55
1045411403|"jbbtoy"|24.95|1|2001-12-07 19:03:28|2001-12-14 19:03:28
1045413526|"dadgrinn"|8.95|0|2001-12-07 19:06:32|2001-12-14 19:06:32
1045413825|"the1-2buy"|49.99|0|2001-12-07 19:06:42|2001-12-17 19:06:42
1045415692|"trashgal99"|9.00|0|2001-12-07 19:10:06|2001-12-17 19:10:06
1045416099|"sflayank"|9.99|0|2001-12-07 19:11:38|2001-12-14 19:11:38
1045416950|"lipsiervice"|8.99|0|2001-12-07 19:12:16|2001-12-14 19:12:16
1045419344|"elsie.venner"|9.99|0|2001-12-07 19:16:41|2001-12-17 19:16:41
